Tree file : INDELible V1.03 (best viewed cut and paste in e.g. excel)

N.B. Simulation blocks with no random trees will have their trees printed for the first replicate only.

FILE	TREE	NTAXA	REP	PART	LENGTH	DEPTH	MAX PAIRWISE DISTANCE	TREE STRING
dataset_025	T025	20	1	1	3.2341	0.781787	1.19282	(((((((8_0_0:0.01284370,18_0_0:0.00697923):0.11481753,19_0_0:0.09025896):0.06104947,((13_0_0:0.00010140,9_0_0:0.00005520):0.01196125,7_0_0:0.00687384):0.21532607):0.21036228,(((10_0_0:0.00334465,(4_0_0:0.00223040,12_0_0:0.00192278):0.00274165):0.00549918,5_0_0:0.00757125):0.08507168,(11_0_0:0.02754940,17_0_0:0.02276800):0.06150761):0.17191098):0.06660868,(16_0_0:0.32606273,(15_0_0:0.17517948,(14_0_0:0.04856484,6_0_0:0.15641706):0.04069178):0.07537638):0.30838692):0.10122028,20_0_0:0.45715236):0.04611742,(1_0_0:0.00241953,(2_0_0:0.00505931,3_0_0:0.00480158):0.00345906):0.29383200);

dataset_026	T026	20	1	1	2.29823	0.519367	0.906855	((((((14_0_0:0.04491325,6_0_0:0.07745196):0.02891120,15_0_0:0.07203956):0.03463600,16_0_0:0.20255619):0.14000648,(((7_0_0:0.01093192,(13_0_0:0.00005049,9_0_0:0.00009143):0.01046718):0.14499512,((8_0_0:0.00710497,18_0_0:0.00787238):0.07970500,19_0_0:0.05601197):0.02561812):0.21843677,((((12_0_0:0.00134673,4_0_0:0.00110332):0.00183097,10_0_0:0.00199748):0.00465585,5_0_0:0.02305601):0.06225877,(17_0_0:0.00781186,11_0_0:0.01267674):0.05554087):0.15091197):0.04778592):0.08037728,20_0_0:0.27446135):0.01684008,((3_0_0:0.00333479,2_0_0:0.00441727):0.00206287,1_0_0:0.00295175):0.38100782);

dataset_027	T027	20	1	1	2.6314	0.636436	1.23864	(((3_0_0:0.00231674,2_0_0:0.00427703):0.00343503,1_0_0:0.00295514):0.59449662,(20_0_0:0.22496119,(((((8_0_0:0.00734251,18_0_0:0.00606781):0.12067500,19_0_0:0.10522663):0.02682445,(7_0_0:0.00733035,(9_0_0:0.00005837,13_0_0:0.00005767):0.01182112):0.15008600):0.28810717,((5_0_0:0.02508381,(10_0_0:0.00190741,(4_0_0:0.00164679,12_0_0:0.00088783):0.00167598):0.00220543):0.11601685,(17_0_0:0.01226695,11_0_0:0.01672603):0.03896151):0.08805212):0.04182774,(((6_0_0:0.06478021,14_0_0:0.01951525):0.03220101,15_0_0:0.08422006):0.03882953,16_0_0:0.15447701):0.18954429):0.12539283):0.01914285);

dataset_028	T028	20	1	1	3.55139	1.29069	1.85661	((((((7_0_0:0.00856787,(9_0_0:0.00009088,13_0_0:0.00005744):0.00649887):0.07862622,((18_0_0:0.00765118,8_0_0:0.00851440):0.09186068,19_0_0:0.16116424):0.04091814):0.89388206,((((12_0_0:0.00246429,4_0_0:0.00237498):0.00333848,10_0_0:0.00286428):0.00194912,5_0_0:0.01182695):0.10973211,(11_0_0:0.00752103,17_0_0:0.01033243):0.01895906):0.28631999):0.07164938,(((14_0_0:0.14842182,6_0_0:0.03808245):0.03742271,15_0_0:0.04850520):0.03944833,16_0_0:0.10214868):0.25224629):0.08722228,20_0_0:0.60177027):0.03585491,((2_0_0:0.00569054,3_0_0:0.00257913):0.00126719,1_0_0:0.00502931):0.31853816);

dataset_029	T029	20	1	1	4.781	1.20953	2.32451	(((2_0_0:0.00151107,3_0_0:0.00176193):0.00549894,1_0_0:0.00027311):1.10772164,(((16_0_0:0.40907509,((14_0_0:0.11755486,6_0_0:0.12717092):0.03352199,15_0_0:0.04745595):0.09201477):0.05959430,((((18_0_0:0.00092791,8_0_0:0.00468560):0.01978491,19_0_0:0.06472809):0.02795587,(7_0_0:0.00864254,(9_0_0:0.00009186,13_0_0:0.00000802):0.00163068):0.23231536):0.47921733,((11_0_0:0.00346343,17_0_0:0.02232045):0.01427275,(((4_0_0:0.00052213,12_0_0:0.00217854):0.00419751,10_0_0:0.01086342):0.00090404,5_0_0:0.00924681):0.06629950):0.42653209):0.02711193):0.14041449,20_0_0:1.19884564):0.01068171);

dataset_030	T030	20	1	1	2.61075	0.85903	1.47856	((1_0_0:0.00217519,(2_0_0:0.00435390,3_0_0:0.00059716):0.00207091):0.61310695,(((((19_0_0:0.00772412,(18_0_0:0.00063254,8_0_0:0.00291201):0.00256424):0.01214961,(7_0_0:0.01002594,(13_0_0:0.00002922,9_0_0:0.00000197):0.01310261):0.05428377):0.17718246,((11_0_0:0.04033489,17_0_0:0.00149797):0.01558034,((10_0_0:0.00249545,(4_0_0:0.00324340,12_0_0:0.00200109):0.00149883):0.00608045,5_0_0:0.00208414):0.02312919):0.20748887):0.07081415,(16_0_0:0.30268458,(15_0_0:0.03374445,(6_0_0:0.03117183,14_0_0:0.04627963):0.01669702):0.31031116):0.32568618):0.01855557,20_0_0:0.10495335):0.14150039);

dataset_031	T031	20	1	1	2.05552	0.860798	1.21702	(((2_0_0:0.00294005,3_0_0:0.00165081):0.00381092,1_0_0:0.00048160):0.09535331,(20_0_0:0.37255181,((((6_0_0:0.00729509,14_0_0:0.07923646):0.00882137,15_0_0:0.01638920):0.02236708,16_0_0:0.08590600):0.69033631,(((17_0_0:0.00446612,11_0_0:0.01251362):0.03761560,(5_0_0:0.00632452,((4_0_0:0.00081597,12_0_0:0.00149158):0.00256974,10_0_0:0.00142232):0.00552384):0.04154595):0.16945002,((7_0_0:0.00003277,(9_0_0:0.00004531,13_0_0:0.00003752):0.00130535):0.04555941,(19_0_0:0.00353971,(8_0_0:0.00391007,18_0_0:0.00190378):0.01128023):0.00053118):0.22917835):0.02728379):0.04370973):0.01632691);

dataset_032	T032	20	1	1	1.82064	0.486137	0.781882	(((2_0_0:0.00328649,3_0_0:0.00201072):0.00057231,1_0_0:0.00212798):0.29188644,(20_0_0:0.19684900,((((5_0_0:0.00568470,(10_0_0:0.00045182,(4_0_0:0.00177641,12_0_0:0.00074866):0.00388891):0.00696838):0.01251912,(11_0_0:0.00998989,17_0_0:0.00978484):0.01315692):0.07136102,(((18_0_0:0.00524838,8_0_0:0.00500283):0.10612310,19_0_0:0.09755981):0.00839536,(7_0_0:0.01030984,(9_0_0:0.00004161,13_0_0:0.00005436):0.00215220):0.12502157):0.26309144):0.01447548,(16_0_0:0.20958451,((6_0_0:0.02535870,14_0_0:0.04393129):0.03428158,15_0_0:0.08171583):0.01471842):0.06727508):0.03935926):0.03387944);

dataset_033	T033	20	1	1	1.78381	0.580983	0.837248	(((2_0_0:0.00655964,3_0_0:0.00114891):0.01259101,1_0_0:0.00036215):0.23711441,(20_0_0:0.24041301,((((11_0_0:0.02999851,17_0_0:0.00186782):0.09389206,(((12_0_0:0.00165061,4_0_0:0.00340244):0.00085779,10_0_0:0.00462433):0.00114727,5_0_0:0.01249748):0.12248197):0.35438205,(((18_0_0:0.00260004,8_0_0:0.00402989):0.01567847,19_0_0:0.04318940):0.00494202,((13_0_0:0.00000438,9_0_0:0.00004108):0.01026534,7_0_0:0.00126199):0.08253522):0.01133047):0.05620221,(16_0_0:0.17115813,((14_0_0:0.00210134,6_0_0:0.03744797):0.00769694,15_0_0:0.01547549):0.11220160):0.04524156):0.02139448):0.01402509);

dataset_034	T034	20	1	1	2.35442	0.569609	0.981886	((20_0_0:0.35742931,((((5_0_0:0.01419245,((4_0_0:0.00106080,12_0_0:0.00243208):0.00355465,10_0_0:0.00170626):0.00188393):0.03459409,(11_0_0:0.01005188,17_0_0:0.01228637):0.04221741):0.18398272,((19_0_0:0.06589007,(8_0_0:0.00831824,18_0_0:0.00734443):0.08768102):0.02233260,(7_0_0:0.00957407,(9_0_0:0.00006019,13_0_0:0.00005744):0.00578449):0.10040311):0.27802749):0.09640941,((15_0_0:0.05330681,(6_0_0:0.05141801,14_0_0:0.01533577):0.02286567):0.05730611,16_0_0:0.09440811):0.21595360):0.06104722):0.01579279,((3_0_0:0.00517899,2_0_0:0.00381277):0.00141542,1_0_0:0.00362446):0.40568249);

